CustomerID,AccountAge,UsageFrequency,MonthlySpend,SupportCalls,Churn
CUST06271,59,5,39.7,2,No
CUST06272,21,28,248.03,2,No
CUST06273,51,7,181.08,2,No
CUST06274,54,15,79.36,0,No
CUST06275,11,6,70.1,2,No
CUST06276,30,26,485.23,0,No
CUST06277,48,5,325.31,1,No
CUST06278,53,29,112.45,2,No
CUST06279,35,19,167.38,2,Yes
CUST06280,22,13,334.33,2,No
CUST06281,38,7,52.8,2,No
CUST06282,31,28,185.13,1,No
CUST06283,14,25,23.7,2,No
CUST06284,24,2,306.71,1,Yes
CUST06285,50,6,428.69,2,No
CUST06286,49,15,452.08,3,No
CUST06287,32,28,325.93,4,Yes
CUST06288,36,5,406.3,0,No
CUST06289,32,25,383.02,0,Yes
CUST06290,55,24,20.07,1,No
CUST06291,15,25,93.75,4,No
CUST06292,43,23,42.27,3,No
CUST06293,58,5,147.23,2,No
CUST06294,35,4,51.25,4,No
CUST06295,3,13,259.48,1,No
CUST06296,16,24,103.94,2,Yes
CUST06297,5,18,93.55,0,No
CUST06298,21,1,492.32,4,No
CUST06299,10,3,458.26,1,No
CUST06300,19,7,107.67,2,No
CUST06301,25,1,111.3,1,No
CUST06302,4,21,369.37,0,No
CUST06303,29,14,331.5,1,No
CUST06304,19,15,158.37,1,No
CUST06305,43,16,434.3,2,Yes
CUST06306,2,5,69.64,0,No
CUST06307,10,3,389.85,0,Yes
CUST06308,43,27,454.36,6,No
CUST06309,25,17,83.99,1,No
CUST06310,20,5,282.98,3,No
CUST06311,48,24,37.96,2,No
CUST06312,19,25,406.79,0,No
CUST06313,23,28,366.66,1,No
CUST06314,24,29,239.82,4,No
CUST06315,11,22,152.84,4,No
CUST06316,46,1,97.97,1,No
CUST06317,34,13,364.47,0,No
CUST06318,55,21,349.72,1,No
CUST06319,28,18,265.27,5,No
CUST06320,5,1,79.51,2,No
CUST06321,59,29,35.31,2,No
CUST06322,5,19,26.28,2,No
CUST06323,51,27,442.62,0,No
CUST06324,21,26,70.41,2,No
CUST06325,12,21,248.27,5,Yes
CUST06326,50,25,414.35,5,No
CUST06327,4,23,235.89,1,No
CUST06328,54,6,15.5,0,No
CUST06329,49,9,405.95,2,No
CUST06330,42,14,56.32,1,No
CUST06331,20,22,259.34,2,No
CUST06332,38,11,411.41,3,No
CUST06333,25,4,289.39,3,No
CUST06334,14,7,107.52,3,Yes
CUST06335,11,29,71.32,2,No
CUST06336,32,18,493.22,1,No
CUST06337,11,18,131.62,4,No
CUST06338,18,6,16.86,1,No
CUST06339,27,29,192.44,0,No
CUST06340,55,5,369.68,4,No
CUST06341,54,6,213.52,0,No
CUST06342,18,2,87.61,2,No
CUST06343,56,2,105.05,2,No
CUST06344,23,1,361.77,2,No
CUST06345,11,18,467.66,1,No
CUST06346,21,27,141.33,2,Yes
CUST06347,44,10,465.08,1,No
CUST06348,5,7,72.91,4,No
CUST06349,23,2,55.52,1,No
CUST06350,41,19,93.37,5,No
CUST06351,59,27,202.26,6,No
CUST06352,25,29,272.24,2,No
CUST06353,41,22,122.54,1,No
CUST06354,54,22,50.17,2,No
CUST06355,10,10,370.57,5,Yes
CUST06356,22,27,153.57,3,No
CUST06357,19,25,277.66,2,No
CUST06358,1,12,384.61,2,No
CUST06359,7,27,61.64,3,No
CUST06360,4,12,261.37,2,Yes
CUST06361,1,15,418.95,3,No
CUST06362,15,18,186.17,3,No
CUST06363,40,23,270.32,2,No
CUST06364,12,1,470.52,1,No
CUST06365,22,6,374.74,1,No
CUST06366,22,9,201.66,1,No
CUST06367,50,24,80.9,3,No
CUST06368,47,6,143.43,2,No
CUST06369,17,29,281.09,1,No
CUST06370,29,6,91.57,3,No
CUST06371,46,6,184.6,0,No
CUST06372,14,16,330.04,2,No
CUST06373,50,15,466.46,2,No
CUST06374,20,8,120.24,2,No
CUST06375,50,29,134.5,0,No
CUST06376,48,2,345.87,0,No
CUST06377,33,11,69.01,3,Yes
CUST06378,55,9,90.86,1,No
CUST06379,59,16,95.59,2,No
CUST06380,43,26,328.84,3,Yes
CUST06381,15,24,238.79,1,Yes
CUST06382,12,2,69.97,1,No
CUST06383,40,11,143.78,3,No
CUST06384,54,24,235.83,3,No
CUST06385,20,17,161.64,2,No
CUST06386,30,6,214.04,1,No
CUST06387,38,6,459.33,3,No
CUST06388,3,25,483.07,2,No
CUST06389,28,9,496.14,1,No
CUST06390,56,21,22.79,1,Yes
CUST06391,26,1,360.18,1,No
CUST06392,30,12,468.19,3,No
CUST06393,13,11,453.02,1,No
CUST06394,13,17,22.15,1,Yes
CUST06395,2,7,405.54,1,No
CUST06396,37,27,234.85,2,Yes
CUST06397,49,27,426.59,1,No
CUST06398,38,4,360.63,3,No
CUST06399,2,9,225.64,2,No
CUST06400,36,19,154.73,3,No
CUST06401,54,15,10.41,3,No
CUST06402,26,6,274.73,2,No
CUST06403,11,25,205.55,0,No
CUST06404,8,4,176.26,4,No
CUST06405,44,5,239.47,3,Yes
CUST06406,40,21,243.36,4,No
CUST06407,43,13,292.44,3,No
CUST06408,22,5,332.64,2,Yes
CUST06409,20,2,90.16,0,No
CUST06410,8,11,118.8,1,No
CUST06411,29,18,233.83,2,Yes
CUST06412,40,15,140.25,4,No
CUST06413,26,17,399.42,4,No
CUST06414,30,29,245.8,1,No
CUST06415,17,17,272.33,3,No
CUST06416,20,20,284.79,3,Yes
CUST06417,52,19,365.83,2,No
CUST06418,55,20,356.07,0,No
CUST06419,16,16,346.8,1,No
CUST06420,46,11,49.96,3,No
CUST06421,43,28,378.29,0,Yes
CUST06422,7,28,397.53,1,Yes
CUST06423,16,22,324.7,2,Yes
CUST06424,45,27,427.59,3,No
CUST06425,59,17,159.65,1,Yes
CUST06426,47,8,48.41,2,No
CUST06427,56,8,159.71,1,Yes
CUST06428,48,23,362.92,3,No
CUST06429,27,12,388.81,1,No
CUST06430,53,15,313.31,1,No
CUST06431,23,27,92.76,2,No
CUST06432,24,27,369.76,2,No
CUST06433,9,4,15.44,1,No
CUST06434,35,8,38.56,4,No
CUST06435,51,25,55.71,2,No
CUST06436,20,15,131.18,2,No
CUST06437,37,5,227.98,2,No
CUST06438,42,22,274.82,4,No
CUST06439,17,10,262.11,0,No
CUST06440,47,24,366.22,2,No
CUST06441,31,21,73.53,3,No
CUST06442,55,28,305.6,0,Yes
CUST06443,57,20,241.35,3,No
CUST06444,8,24,342.32,2,No
CUST06445,15,19,487.69,2,No
CUST06446,31,15,191.98,1,No
CUST06447,53,6,130.7,1,Yes
CUST06448,30,9,430.54,2,No
CUST06449,46,6,152.96,1,No
CUST06450,20,9,431.86,0,Yes
CUST06451,39,8,37.82,2,No
CUST06452,53,16,40.9,0,No
CUST06453,55,28,317.17,2,No
CUST06454,12,25,148.78,3,Yes
CUST06455,49,10,202.09,0,No
CUST06456,17,9,18.79,5,No
CUST06457,42,8,264.87,2,No
CUST06458,30,25,16.94,0,No
CUST06459,29,14,429.38,1,No
CUST06460,19,23,340.85,2,No
CUST06461,46,7,224.85,2,No
CUST06462,11,11,323.86,4,No
CUST06463,34,20,240.93,2,No
CUST06464,50,16,89.47,0,Yes
CUST06465,7,17,272.54,3,No
CUST06466,44,23,459.81,4,No
CUST06467,58,8,320.94,2,No
CUST06468,34,12,411.57,2,Yes
CUST06469,59,25,132.86,1,No
CUST06470,20,17,213.1,1,Yes
CUST06471,50,25,145.54,4,No
CUST06472,38,15,379.02,2,No
CUST06473,24,7,322.6,1,No
CUST06474,10,23,290.33,4,Yes
CUST06475,32,19,13.66,2,No
CUST06476,52,17,430.55,4,Yes
CUST06477,15,23,457.24,0,No
CUST06478,37,13,354.03,4,No
CUST06479,20,26,443.2,4,No
CUST06480,3,8,420.95,4,No
CUST06481,37,22,411.44,1,Yes
CUST06482,57,14,371.12,3,No
CUST06483,40,23,41.26,1,No
CUST06484,8,25,73.16,4,No
CUST06485,40,8,423.04,3,Yes
CUST06486,44,14,205.1,1,No
CUST06487,56,5,380.19,0,No
CUST06488,23,12,107.45,0,No
CUST06489,40,27,328.45,4,No
CUST06490,11,20,128.42,2,No
CUST06491,46,11,223.34,4,No
CUST06492,8,4,150.65,3,No
CUST06493,29,20,229.47,2,No
CUST06494,30,2,491.2,1,No
CUST06495,56,10,336.7,1,No
CUST06496,10,10,432.71,1,Yes
CUST06497,39,7,245.84,1,Yes
CUST06498,28,24,18.03,0,No
CUST06499,49,12,360.22,3,Yes
CUST06500,36,23,484.06,0,Yes
CUST06501,13,16,150.31,2,No
CUST06502,32,27,332.73,2,No
CUST06503,36,10,223.16,2,No
CUST06504,37,8,274.95,0,No
CUST06505,26,27,43.64,0,No
CUST06506,22,27,379.36,3,No
CUST06507,4,25,430.16,2,No
CUST06508,31,8,44.53,1,No
CUST06509,18,5,278.41,2,No
CUST06510,38,4,383.64,3,No
CUST06511,24,21,491.66,2,No
CUST06512,56,12,169.78,1,No
CUST06513,23,11,176.8,1,No
CUST06514,22,15,439.5,4,No
CUST06515,2,13,354.07,0,No
CUST06516,31,1,478.26,6,No
CUST06517,55,5,246.22,3,No
CUST06518,11,6,314.05,2,No
CUST06519,28,13,47.86,3,No
CUST06520,46,25,484.79,1,No
CUST06521,32,25,188.86,2,Yes
CUST06522,5,10,286.59,2,No
CUST06523,38,12,294.89,1,No
CUST06524,10,3,232.16,6,Yes
CUST06525,40,29,397.47,0,No
CUST06526,46,29,294.89,0,No
CUST06527,24,11,122.28,0,No
CUST06528,35,24,178.89,0,No
CUST06529,44,24,477.58,2,No
CUST06530,48,25,421.21,2,No
CUST06531,23,15,483.79,3,No
CUST06532,17,17,132.02,2,No
CUST06533,1,5,226.55,5,No
CUST06534,55,5,45.37,0,No
CUST06535,31,23,236.47,0,No
CUST06536,31,11,125.19,0,No
CUST06537,42,8,213.92,2,No
CUST06538,57,11,160.06,1,No
CUST06539,55,23,32.58,1,No
CUST06540,42,22,141.15,1,No
CUST06541,53,20,267.18,2,No
CUST06542,56,15,52.18,3,No
CUST06543,34,9,316.3,3,Yes
CUST06544,9,18,348.73,3,Yes
CUST06545,22,6,198.15,1,No
CUST06546,13,26,455.43,3,Yes
CUST06547,25,6,51.57,1,Yes
CUST06548,48,11,316.76,3,No
CUST06549,18,20,370.41,0,No
CUST06550,51,29,394.96,4,Yes
CUST06551,12,3,231.15,2,No
CUST06552,40,11,141.27,2,No
CUST06553,17,3,481.7,5,No
CUST06554,15,18,464.34,1,No
CUST06555,42,3,492.85,0,Yes
CUST06556,15,20,364.9,4,Yes
CUST06557,15,10,393.05,0,No
CUST06558,55,4,465.74,0,Yes
CUST06559,39,26,227.15,3,No
CUST06560,13,23,89.67,2,No
CUST06561,17,4,284.24,2,Yes
CUST06562,32,25,243.76,3,No
CUST06563,9,24,392.27,4,Yes
CUST06564,40,1,372.21,1,No
CUST06565,20,26,145.14,3,No
CUST06566,26,17,60.18,3,Yes
CUST06567,27,29,291.41,3,No
CUST06568,21,6,341.74,2,Yes
CUST06569,18,4,258.66,3,No
CUST06570,13,26,337.01,1,Yes
CUST06571,16,22,378.42,3,Yes
CUST06572,9,9,227.54,1,Yes
CUST06573,12,10,256.24,2,Yes
CUST06574,44,5,321.07,5,No
CUST06575,38,8,311.98,3,No
CUST06576,19,18,247.8,1,No
CUST06577,7,24,134.19,2,Yes
CUST06578,57,8,343.96,3,No
CUST06579,35,18,200.15,0,No
CUST06580,48,7,234.56,4,Yes
CUST06581,18,8,267.31,2,No
CUST06582,16,7,239.27,3,No
CUST06583,55,22,334.3,2,No
CUST06584,39,19,261.98,1,No
CUST06585,4,11,156.44,3,Yes
CUST06586,59,11,479.22,1,Yes
CUST06587,25,3,493.49,1,Yes
CUST06588,32,24,45.68,1,No
CUST06589,40,20,340.67,3,No
CUST06590,13,13,444.49,1,No
CUST06591,45,26,476.16,3,Yes
CUST06592,17,24,408.07,3,No
CUST06593,49,29,447.32,1,No
CUST06594,37,10,184.65,5,No
CUST06595,6,6,417.15,1,No
CUST06596,19,3,309.49,2,No
CUST06597,13,28,218.55,3,No
CUST06598,57,10,406.12,3,No
CUST06599,26,2,118.1,0,Yes
CUST06600,14,1,474.42,1,Yes
CUST06601,31,12,236.44,4,No
CUST06602,54,4,425.97,2,No
CUST06603,4,24,130.34,3,No
CUST06604,39,20,447.88,1,No
CUST06605,8,24,277.0,1,No
CUST06606,25,29,143.71,1,No
CUST06607,13,24,304.69,3,Yes
CUST06608,32,11,46.24,0,Yes
CUST06609,59,1,186.37,2,No
CUST06610,38,29,269.48,3,Yes
CUST06611,38,16,267.96,2,No
CUST06612,56,6,310.9,0,No
CUST06613,28,27,31.18,0,No
CUST06614,53,15,385.57,2,No
CUST06615,30,10,55.7,0,Yes
CUST06616,3,24,471.04,2,No
CUST06617,28,8,278.49,3,No
CUST06618,3,17,490.38,0,No
CUST06619,45,24,99.07,2,No
CUST06620,54,13,390.23,5,No
CUST06621,34,9,295.64,1,No
CUST06622,16,27,419.52,2,No
CUST06623,22,6,35.27,3,No
CUST06624,32,29,188.96,4,No
CUST06625,38,23,333.05,3,No
CUST06626,8,22,151.01,0,No
CUST06627,55,21,455.37,1,No
CUST06628,8,17,388.41,3,Yes
CUST06629,57,2,192.18,2,No
CUST06630,6,26,83.48,1,Yes
CUST06631,14,18,338.49,1,No
CUST06632,32,27,362.55,2,No
CUST06633,35,25,143.97,2,No
CUST06634,10,16,53.54,1,No
CUST06635,3,6,75.24,5,No
CUST06636,59,3,440.14,5,No
CUST06637,12,3,195.28,3,Yes
CUST06638,49,14,401.71,3,No
CUST06639,59,10,205.63,4,No
CUST06640,31,10,384.81,3,Yes
CUST06641,29,2,421.68,4,No
CUST06642,5,7,170.88,1,No
CUST06643,52,14,497.87,2,No
CUST06644,25,17,96.21,4,No
CUST06645,41,17,285.75,3,Yes
CUST06646,31,10,336.08,1,No
CUST06647,21,3,85.41,2,No
CUST06648,58,17,26.43,3,No
CUST06649,20,13,68.3,3,No
CUST06650,39,27,81.19,1,No
CUST06651,22,16,322.37,1,No
CUST06652,4,3,485.77,1,No
CUST06653,13,15,252.69,4,No
CUST06654,45,28,399.09,0,Yes
CUST06655,42,25,61.58,5,Yes
CUST06656,50,7,182.7,3,No
CUST06657,49,13,86.93,1,No
CUST06658,20,25,346.49,3,No
CUST06659,52,7,479.84,2,Yes
CUST06660,13,11,170.57,4,No
CUST06661,17,14,160.8,0,No
CUST06662,54,25,224.19,1,No
CUST06663,36,11,61.44,3,No
CUST06664,33,29,382.68,3,No
CUST06665,1,19,458.17,2,No
CUST06666,15,7,54.1,2,No
CUST06667,13,22,186.26,1,Yes
CUST06668,17,2,437.15,1,No
CUST06669,24,22,85.55,3,No
CUST06670,58,3,346.85,1,No
CUST06671,8,2,105.17,2,No
CUST06672,50,21,366.98,1,No
CUST06673,27,5,330.51,0,No
CUST06674,45,27,477.24,1,No
CUST06675,23,18,282.41,1,No
CUST06676,46,16,233.54,5,No
CUST06677,8,3,263.47,3,No
CUST06678,8,24,303.9,0,Yes
CUST06679,59,15,482.34,4,No
CUST06680,26,21,38.89,1,No
CUST06681,47,24,296.76,0,No
CUST06682,59,26,259.09,3,Yes
CUST06683,13,20,484.49,0,Yes
CUST06684,39,20,394.4,1,No
CUST06685,37,13,438.12,4,No
CUST06686,49,6,47.22,2,No
CUST06687,28,26,429.32,1,No
CUST06688,25,16,380.08,4,No
CUST06689,16,11,255.27,2,No
CUST06690,55,14,166.12,3,No
CUST06691,2,15,183.22,1,No
CUST06692,54,21,328.94,3,No
CUST06693,18,5,57.56,2,No
CUST06694,17,25,129.04,0,No
CUST06695,30,6,334.39,5,Yes
CUST06696,39,15,155.12,2,No
CUST06697,13,19,397.01,2,No
CUST06698,32,11,370.74,3,No
CUST06699,50,20,256.79,2,No
CUST06700,29,25,396.78,5,No
CUST06701,46,6,88.66,2,No
CUST06702,30,11,408.96,2,No
CUST06703,18,8,109.23,2,No
CUST06704,13,27,347.06,1,No
CUST06705,43,23,350.67,5,Yes
CUST06706,21,12,308.75,1,Yes
CUST06707,30,17,276.85,0,No
CUST06708,21,1,442.05,1,No
CUST06709,48,10,337.16,4,No
CUST06710,55,14,183.01,3,No
CUST06711,17,7,394.91,1,No
CUST06712,40,29,115.14,2,No
CUST06713,19,18,178.76,3,Yes
CUST06714,52,9,391.94,3,No
CUST06715,15,28,484.95,2,No
CUST06716,9,16,456.21,2,No
CUST06717,52,10,160.23,3,No
CUST06718,10,12,425.56,4,No
CUST06719,44,9,276.84,1,No
CUST06720,31,14,225.66,4,No
CUST06721,53,28,260.95,0,No
CUST06722,23,2,354.07,3,Yes
CUST06723,52,25,240.99,4,No
CUST06724,30,25,40.86,1,Yes
CUST06725,33,10,32.09,4,Yes
CUST06726,57,22,243.59,1,No
CUST06727,52,21,226.8,4,No
CUST06728,9,10,404.14,3,No
CUST06729,54,2,119.2,1,No
CUST06730,47,6,296.22,0,No
CUST06731,1,11,315.49,2,No
CUST06732,44,9,97.43,2,No
CUST06733,35,3,98.27,3,Yes
CUST06734,11,19,367.17,3,No
CUST06735,34,11,121.66,2,No
CUST06736,16,4,130.24,3,No
CUST06737,9,15,132.39,1,No
CUST06738,32,26,344.02,2,No
CUST06739,15,27,334.36,0,No
CUST06740,12,12,478.66,2,No
CUST06741,33,4,239.91,0,No
CUST06742,45,15,115.33,1,No
CUST06743,14,17,218.35,2,No
CUST06744,57,18,266.11,5,Yes
CUST06745,57,22,105.73,0,No
CUST06746,8,5,386.44,1,No
CUST06747,8,10,57.25,3,No
CUST06748,27,20,22.73,2,No
CUST06749,12,26,91.57,2,No
CUST06750,1,9,26.79,0,No
CUST06751,43,18,66.44,2,Yes
CUST06752,40,12,49.03,3,No
CUST06753,42,8,348.67,1,No
CUST06754,51,28,365.79,1,No
CUST06755,11,11,170.19,1,No
CUST06756,39,4,107.13,2,Yes
CUST06757,43,9,386.29,1,No
CUST06758,31,4,87.61,2,No
CUST06759,17,18,201.23,1,No
CUST06760,33,14,289.41,1,Yes
CUST06761,32,14,280.34,1,No
CUST06762,58,22,220.05,2,No
CUST06763,29,29,281.18,3,No
CUST06764,21,28,336.64,1,No
CUST06765,21,25,129.85,2,No
CUST06766,40,23,201.65,1,No
CUST06767,23,1,346.7,1,Yes
CUST06768,56,9,72.04,0,No
CUST06769,6,6,178.59,0,No
CUST06770,22,25,25.56,1,No
CUST06771,50,18,112.94,3,No
CUST06772,38,11,210.44,1,No
CUST06773,37,7,141.08,0,Yes
CUST06774,45,24,395.06,1,Yes
CUST06775,51,8,211.03,3,No
CUST06776,54,21,166.64,1,No
CUST06777,8,23,472.59,2,No
CUST06778,41,23,321.23,2,No
CUST06779,49,3,357.7,1,No
CUST06780,35,11,434.91,0,No
CUST06781,51,11,159.74,1,No
CUST06782,11,2,280.57,3,No
CUST06783,24,15,211.95,2,No
CUST06784,49,15,150.41,1,No
CUST06785,21,5,15.04,2,No
CUST06786,51,20,78.11,3,No
CUST06787,2,8,407.44,3,No
CUST06788,40,16,77.63,4,No
CUST06789,19,12,453.78,1,No
CUST06790,39,14,143.21,2,No
CUST06791,28,21,236.91,2,Yes
CUST06792,59,13,434.11,0,No
CUST06793,17,9,180.02,2,No
CUST06794,6,7,122.67,1,Yes
CUST06795,19,27,25.39,0,No
CUST06796,56,17,476.06,4,No
CUST06797,38,2,208.26,2,No
CUST06798,28,8,445.96,2,No
CUST06799,2,26,223.46,2,No
CUST06800,38,13,442.42,3,No
CUST06801,55,8,60.87,0,No
CUST06802,37,18,226.07,3,No
CUST06803,51,13,227.07,2,No
CUST06804,52,23,487.04,1,No
CUST06805,4,8,251.62,1,No
CUST06806,22,16,61.31,1,No
CUST06807,26,20,454.92,4,No
CUST06808,49,3,475.34,1,No
CUST06809,43,15,209.97,2,No
CUST06810,36,10,400.36,3,No
CUST06811,58,25,44.1,2,Yes
CUST06812,13,18,208.7,1,Yes
CUST06813,52,19,260.4,0,No
CUST06814,58,24,436.93,0,No
CUST06815,32,2,59.48,1,Yes
CUST06816,17,21,209.28,1,No
CUST06817,41,10,261.31,3,No
CUST06818,36,28,336.53,3,No
CUST06819,55,16,60.57,0,Yes
CUST06820,46,8,147.86,5,No
CUST06821,19,7,32.02,2,No
CUST06822,58,4,82.53,0,No
CUST06823,35,26,252.58,7,No
CUST06824,46,9,125.14,1,Yes
CUST06825,40,2,244.95,0,Yes
CUST06826,56,29,396.81,2,Yes
CUST06827,59,16,195.5,1,No
CUST06828,28,29,364.34,2,No
CUST06829,1,7,385.59,0,No
CUST06830,42,23,273.68,0,No
CUST06831,18,15,144.27,2,No
CUST06832,48,23,400.8,1,No
CUST06833,40,23,195.42,1,No
CUST06834,33,5,299.03,1,No
CUST06835,12,1,251.41,0,No
CUST06836,8,20,316.76,3,No
CUST06837,24,5,427.52,2,No
CUST06838,16,13,183.73,2,No
CUST06839,50,26,458.96,0,No
CUST06840,4,20,63.29,3,Yes
CUST06841,38,13,137.85,1,No
CUST06842,44,23,460.59,1,No
CUST06843,27,29,41.39,2,Yes
CUST06844,9,18,236.64,3,No
CUST06845,47,2,137.33,0,No
CUST06846,16,27,396.33,2,Yes
CUST06847,56,18,52.72,3,Yes
CUST06848,12,10,72.15,1,Yes
CUST06849,31,3,87.2,1,No
CUST06850,24,21,164.66,3,Yes
CUST06851,55,10,430.18,4,No
CUST06852,14,9,438.9,1,No
CUST06853,45,3,108.73,2,No
CUST06854,25,22,264.61,0,No
CUST06855,34,6,335.92,2,No
CUST06856,3,11,212.05,1,No
CUST06857,58,6,475.12,3,No
CUST06858,24,5,278.39,4,No
CUST06859,54,14,223.15,2,No
CUST06860,42,2,316.23,0,No
CUST06861,9,1,412.53,2,No
CUST06862,26,5,137.36,2,No
CUST06863,20,8,461.53,1,No
CUST06864,40,10,165.96,1,Yes
CUST06865,10,21,320.75,2,No
CUST06866,19,19,361.72,3,No
CUST06867,3,3,452.22,5,No
CUST06868,24,18,317.13,2,No
CUST06869,5,7,470.51,2,No
CUST06870,3,13,359.35,0,No
CUST06871,58,14,398.52,2,No
CUST06872,27,18,391.49,2,No
CUST06873,16,22,304.84,2,No
CUST06874,49,12,446.89,1,No
CUST06875,15,8,174.76,1,Yes
CUST06876,35,24,113.83,1,No
CUST06877,12,18,92.22,2,Yes
CUST06878,41,6,268.32,0,No
CUST06879,53,12,462.83,1,No
CUST06880,44,3,292.13,2,No
CUST06881,26,25,439.44,0,No
CUST06882,47,3,80.14,5,No
CUST06883,34,16,363.57,2,No
CUST06884,23,17,491.87,1,Yes
CUST06885,31,16,277.35,2,Yes
CUST06886,50,13,399.94,3,No
CUST06887,20,25,267.79,5,No
CUST06888,12,13,434.93,2,No
CUST06889,23,24,299.03,3,Yes
CUST06890,4,12,106.6,1,No
CUST06891,23,29,123.93,4,No
CUST06892,48,2,184.76,3,No
CUST06893,55,26,484.83,1,No
CUST06894,48,14,316.73,4,No
CUST06895,1,10,247.02,2,No
CUST06896,54,19,189.93,2,No
CUST06897,25,23,440.79,2,No
CUST06898,2,22,158.42,4,No
CUST06899,30,24,241.27,1,No
CUST06900,3,26,76.79,2,No
CUST06901,58,29,196.23,2,Yes
CUST06902,21,5,439.79,5,No
CUST06903,25,16,45.54,2,No
CUST06904,20,5,29.84,5,Yes
CUST06905,49,2,222.24,1,Yes
CUST06906,52,6,337.46,2,No
CUST06907,22,28,27.83,2,No
CUST06908,21,12,242.09,1,No
CUST06909,33,27,29.16,3,No
CUST06910,52,13,336.16,4,No
CUST06911,38,13,356.48,3,No
CUST06912,15,27,450.89,2,Yes
CUST06913,58,21,472.64,3,Yes
CUST06914,58,25,396.42,2,No
CUST06915,46,14,263.34,3,Yes
CUST06916,52,19,113.62,2,No
CUST06917,15,15,347.0,1,No
CUST06918,46,21,488.95,2,No
CUST06919,25,3,435.69,2,Yes
CUST06920,21,9,299.01,2,Yes
CUST06921,24,25,458.24,1,No
CUST06922,57,10,192.32,1,Yes
CUST06923,58,29,290.87,0,No
CUST06924,5,7,252.65,2,Yes
CUST06925,6,14,263.33,3,No
CUST06926,49,17,487.42,1,No
CUST06927,43,25,127.89,3,No
CUST06928,48,14,31.49,1,No
CUST06929,44,25,13.95,2,No
CUST06930,47,10,111.21,1,No
CUST06931,23,5,288.06,2,No
CUST06932,4,27,392.95,1,No
CUST06933,27,18,130.52,2,No
CUST06934,18,29,99.05,3,No
CUST06935,21,17,203.76,1,No
CUST06936,28,18,355.81,0,Yes
CUST06937,35,4,116.82,2,Yes
CUST06938,22,20,322.34,1,No
CUST06939,40,1,244.97,2,No
CUST06940,23,13,68.03,2,No
CUST06941,3,29,220.12,0,Yes
CUST06942,40,24,149.57,2,No
CUST06943,50,10,284.01,1,No
CUST06944,10,28,346.54,2,No
CUST06945,25,15,475.44,0,Yes
CUST06946,52,24,333.38,1,No
CUST06947,49,24,59.19,5,No
CUST06948,8,5,302.32,1,No
CUST06949,55,26,380.0,1,Yes
CUST06950,11,18,233.31,2,No
CUST06951,5,4,303.64,6,No
CUST06952,58,1,211.06,0,No
CUST06953,45,10,80.99,0,No
CUST06954,53,17,126.49,1,No
CUST06955,55,28,261.63,4,No
CUST06956,37,26,364.11,1,No
CUST06957,56,3,274.97,4,Yes
CUST06958,59,4,282.83,6,No
CUST06959,45,12,214.8,4,No
CUST06960,38,27,114.96,1,No
CUST06961,29,28,182.95,0,No
CUST06962,5,11,97.0,3,No
CUST06963,9,3,340.66,3,No
CUST06964,59,28,332.14,1,Yes
CUST06965,48,11,358.89,4,Yes
CUST06966,2,3,63.7,3,No
CUST06967,1,24,189.85,0,No
CUST06968,40,4,363.25,2,No
CUST06969,51,3,411.3,2,No
CUST06970,30,25,494.84,3,No
CUST06971,11,12,472.96,2,No
CUST06972,28,12,71.84,3,No
CUST06973,44,17,395.03,1,No
CUST06974,12,24,334.45,4,No
CUST06975,39,21,21.5,2,No
CUST06976,26,8,453.34,4,No
CUST06977,13,10,252.63,3,No
CUST06978,59,16,388.49,2,No
CUST06979,8,19,280.07,0,Yes
CUST06980,54,15,170.78,2,No
CUST06981,28,22,249.02,0,Yes
CUST06982,58,11,417.11,1,No
CUST06983,30,7,112.11,2,No
CUST06984,9,24,280.39,1,No
CUST06985,39,7,316.65,1,No
CUST06986,31,23,297.11,3,No
CUST06987,58,18,203.35,0,No
CUST06988,21,19,90.73,1,No
CUST06989,56,16,138.15,1,No
CUST06990,47,22,234.05,2,No
CUST06991,34,3,111.2,1,No
CUST06992,55,25,367.35,3,No
CUST06993,31,25,146.32,1,Yes
CUST06994,52,6,106.82,1,No
CUST06995,25,1,184.28,3,No
CUST06996,12,1,120.62,3,Yes
CUST06997,1,15,355.55,5,No
CUST06998,55,20,401.35,1,Yes
CUST06999,22,11,215.58,3,Yes
CUST07000,40,10,334.74,3,No
CUST07001,37,24,106.67,2,Yes
CUST07002,47,3,174.61,2,Yes
CUST07003,1,4,85.22,1,No
CUST07004,1,12,113.49,2,No
CUST07005,57,27,241.87,2,No
CUST07006,42,6,327.1,3,No
CUST07007,54,27,80.27,2,No
CUST07008,42,25,269.22,0,No
CUST07009,21,20,236.01,1,No
CUST07010,15,19,15.81,3,No
CUST07011,17,26,438.55,1,No
CUST07012,22,26,293.49,7,Yes
CUST07013,38,16,137.43,2,No
CUST07014,35,25,302.59,3,No
CUST07015,45,23,465.27,4,No
CUST07016,16,25,19.65,1,No
CUST07017,8,27,476.53,0,No
CUST07018,47,10,331.43,2,No
CUST07019,17,6,273.99,4,No
CUST07020,17,20,204.52,2,Yes
CUST07021,54,5,74.72,1,Yes
CUST07022,26,10,18.86,2,No
CUST07023,13,12,222.94,6,No
CUST07024,17,18,280.17,0,No
CUST07025,38,3,494.9,2,No
CUST07026,17,5,267.46,2,No
CUST07027,48,29,355.52,2,Yes
CUST07028,14,3,319.59,2,Yes
